date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:25:46	26477/26477	---M-Z	200	added ('OK')	text/css	date:Fri,%2001%20Aug%202025%2022:18:16%20GMT	https://discoveraveiro.pt/wp-content/plugins/wp-ulike/assets/css/wp-ulike.min.css?ver=4.7.9.1	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/plugins/wp-ulike/assets/css/wp-ulike.min34b9.css	(from https://discoveraveiro.pt/)
16:25:46	2279/2279	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Sep%202025%2009:15:50%20GMT	https://discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_48d56016b20f151be4f24ba6d0eb1be4.php?ver=10.0.5	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_48d56016b20f151be4f24ba6d0eb1be4b23e.css	(from https://discoveraveiro.pt/)
16:25:46	47305/47305	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Sep%202025%2009:15:50%20GMT	https://discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_6c9d595ba21a415c6a772ed4dc568ae7.php?ver=5.17.7	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_6c9d595ba21a415c6a772ed4dc568ae7e8fe.css	(from https://discoveraveiro.pt/)
16:25:47	10468/10468	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Sep%202025%2009:15:50%20GMT	https://discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_f4cf7754c7be7350a8e980e010dc178b.php?ver=7.4	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_f4cf7754c7be7350a8e980e010dc178b19c5.css	(from https://discoveraveiro.pt/)
16:25:47	10717/10717	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Sep%202025%2009:15:50%20GMT	https://discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_e63b27dd942c0e9913adf8cea7b0563b.php?ver=5.17.7	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_e63b27dd942c0e9913adf8cea7b0563be8fe.css	(from https://discoveraveiro.pt/)
16:25:47	22160/22160	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Sep%202025%2009:15:50%20GMT	https://discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_e46522c4829e7a9c81618d44e1337566.php?ver=2.3.10	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_e46522c4829e7a9c81618d44e133756642d8.css	(from https://discoveraveiro.pt/)
16:25:47	1360/1360	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Sep%202025%2009:15:50%20GMT	https://discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_b28e813851564c829395f05bb4ebe353.php?ver=5.17.7	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_b28e813851564c829395f05bb4ebe353e8fe.css	(from https://discoveraveiro.pt/)
16:25:48	53422/53422	---M-Z	200	added ('OK')	text/css	date:Thu,%2031%20Jul%202025%2017:27:12%20GMT	https://discoveraveiro.pt/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.30.4	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/plugins/elementor/assets/css/frontend.min8ca5.css	(from https://discoveraveiro.pt/)
16:25:48	2890/2890	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Sep%202025%2009:15:51%20GMT	https://discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_ae619582eba8d225aff4ae7b921c67ab.php?ver=1754936960	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_ae619582eba8d225aff4ae7b921c67ab00a4.css	(from https://discoveraveiro.pt/)
16:25:48	5921/5921	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Sep%202025%2009:15:51%20GMT	https://discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_0408af4f76078c8a26747f710d2585ff.php?ver=1754867089	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_0408af4f76078c8a26747f710d2585ff52d9.css	(from https://discoveraveiro.pt/)
16:25:48	21218/21218	---M-Z	200	added ('OK')	text/css	date:Thu,%2031%20Jul%202025%2017:27:14%20GMT	https://discoveraveiro.pt/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.43.0	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min2778.css	(from https://discoveraveiro.pt/)
16:25:48	1180/1180	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Sep%202025%2009:15:51%20GMT	https://discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_6aa6f9ba2466b2487a611b6ecc3afcfa.php?ver=1754175466	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_6aa6f9ba2466b2487a611b6ecc3afcfab3f6.css	(from https://discoveraveiro.pt/)
16:25:49	93/93	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Sep%202025%2009:15:51%20GMT	https://discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_bcac653a4c98073fc9711917f8157709.php?ver=2.17.9	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_bcac653a4c98073fc9711917f8157709c7fa.css	(from https://discoveraveiro.pt/)
16:25:49	11256/11256	---M-Z	200	added ('OK')	text/css	date:Tue,%2029%20Sep%202020%2014:53:06%20GMT	https://discoveraveiro.pt/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-includes/js/mediaelement/mediaelementplayer-legacy.min1f61.css	(from https://discoveraveiro.pt/)
16:25:49	4186/4186	---M-Z	200	added ('OK')	text/css	date:Fri,%2007%20Jun%202019%2019:45:02%20GMT	https://discoveraveiro.pt/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.9	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-includes/js/mediaelement/wp-mediaelement.mind4d0.css	(from https://discoveraveiro.pt/)
16:25:49	59344/59344	---M-Z	200	added ('OK')	text/css	date:Thu,%2031%20Jul%202025%2017:27:14%20GMT	https://discoveraveiro.pt/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.30.4	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min8ca5.css	(from https://discoveraveiro.pt/)
16:25:50	26702/26702	---M-Z	200	added ('OK')	text/css	date:Thu,%2031%20Jul%202025%2017:27:14%20GMT	https://discoveraveiro.pt/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.30.4	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min8ca5.css	(from https://discoveraveiro.pt/)
16:25:50	600/600	---M-Z	200	added ('OK')	text/css	date:Thu,%2031%20Jul%202025%2017:27:12%20GMT	https://discoveraveiro.pt/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.30.4	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/plugins/elementor/assets/css/widget-heading.min8ca5.css	(from https://discoveraveiro.pt/)
16:25:50	254/254	---M-Z	200	added ('OK')	text/css	date:Thu,%2031%20Jul%202025%2017:27:12%20GMT	https://discoveraveiro.pt/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.30.4	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/plugins/elementor/assets/css/widget-image.min8ca5.css	(from https://discoveraveiro.pt/)
16:25:50	4298/4298	---M-Z	200	added ('OK')	text/css	date:Thu,%2031%20Jul%202025%2017:27:12%20GMT	https://discoveraveiro.pt/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.30.4	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/plugins/elementor/assets/css/widget-divider.min8ca5.css	(from https://discoveraveiro.pt/)
16:25:51	41119/41119	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Sep%202025%2009:15:51%20GMT	https://discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_daf0adff2bca762cd9aab7459921e79b.php?ver=1754937950	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_daf0adff2bca762cd9aab7459921e79b3c50.css	(from https://discoveraveiro.pt/)
16:25:51	92322/92322	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Sep%202025%2009:15:51%20GMT	https://discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_e620a7150b48592499f0d0281553c8a9.php?ver=1754174065	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_e620a7150b48592499f0d0281553c8a9b906.css	(from https://discoveraveiro.pt/)
16:25:51	20610/20610	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Sep%202025%2009:15:51%20GMT	https://discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_ca4ee7fff8ee6d7e1738aab37b75360f.php?ver=1754174073	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_ca4ee7fff8ee6d7e1738aab37b75360fcc79.css	(from https://discoveraveiro.pt/)
16:25:51	58071/58071	---M-Z	200	added ('OK')	text/css	date:Thu,%2031%20Jul%202025%2017:27:14%20GMT	https://discoveraveiro.pt/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://discoveraveiro.pt/)
16:25:51	677/677	---M-Z	200	added ('OK')	text/css	date:Thu,%2031%20Jul%202025%2017:27:14%20GMT	https://discoveraveiro.pt/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://discoveraveiro.pt/)
16:25:52	87553/87553	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2028%20Aug%202023%2016:14:24%20GMT	https://discoveraveiro.pt/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-includes/js/jquery/jquery.minf43b.js	(from https://discoveraveiro.pt/)
16:25:52	13577/13577	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2009%20Jun%202023%2004:49:24%20GMT	https://discoveraveiro.pt/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://discoveraveiro.pt/)
16:25:52	940/940	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2025%20Sep%202025%2009:15:48%20GMT	https://discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_4ce62d8207dae4259cb82c779adc78d5.php?ver=1.9.7	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_4ce62d8207dae4259cb82c779adc78d5ed19.php	(from https://discoveraveiro.pt/)
16:25:52	1720/1720	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2022%20Dec%202025%2015:03:34%20GMT	https://discoveraveiro.pt/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.10.0.5	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.mind0b4.js	(from https://discoveraveiro.pt/)
16:25:53	2939/2939	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2022%20Dec%202025%2015:03:34%20GMT	https://discoveraveiro.pt/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=10.0.5	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.minb23e.js	(from https://discoveraveiro.pt/)
16:25:53	9636/9636	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2022%20Dec%202025%2015:03:34%20GMT	https://discoveraveiro.pt/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.10.0.5	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.minfc51.js	(from https://discoveraveiro.pt/)
16:25:53	4213/4213	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2022%20Dec%202025%2015:03:34%20GMT	https://discoveraveiro.pt/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=10.0.5	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.minb23e.js	(from https://discoveraveiro.pt/)
16:25:53	4131/4131	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2022%20Dec%202025%2015:03:34%20GMT	https://discoveraveiro.pt/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=10.0.5	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.minb23e.js	(from https://discoveraveiro.pt/)
16:25:53	19173/19173	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2031%20Jul%202025%2017:23:27%20GMT	https://discoveraveiro.pt/wp-content/themes/phlox-pro/js/solo/modernizr-custom.min.js?ver=5.17.7	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/themes/phlox-pro/js/solo/modernizr-custom.mine8fe.js	(from https://discoveraveiro.pt/)
16:25:54	15073/15073	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2031%20Jul%202025%2017:27:14%20GMT	https://discoveraveiro.pt/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.30.4	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min8ca5.js	(from https://discoveraveiro.pt/)
16:25:55	28868/28868	---MCZ	200	added ('OK')	application/json	date:Fri,%2009%20Jan%202026%2016:25:51%20GMT	https://discoveraveiro.pt/wp-json/wp/v2/pages/216	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-json/wp/v2/pages/216.json	(from https://discoveraveiro.pt/)
16:25:55	1708918/1708918	---MCZ	200	added ('OK')	application/json	date:Fri,%2009%20Jan%202026%2016:25:51%20GMT	https://discoveraveiro.pt/wp-json/	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-json/index.html	(from https://discoveraveiro.pt/)
16:25:56	816/816	---M-Z	200	added ('OK')	text/xml	date:Fri,%2009%20Jan%202026%2016:25:52%20GMT	https://discoveraveiro.pt/xmlrpc.php?rsd	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/xmlrpc0db0.php	(from https://discoveraveiro.pt/)
16:25:56	326628/326628	---MCZ	200	added ('OK')	font/woff2	date:Mon,%2022%20Dec%202025%2015:03:34%20GMT	https://discoveraveiro.pt/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	(from https://discoveraveiro.pt/)
16:25:56	632/632	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Sep%202025%2022:04:15%20GMT	https://discoveraveiro.pt/wp-content/uploads/2025/08/cropped-cropped-logo-Discover-Aveiro-Turismo-Aluguer-de-bicicleta-passeio-de-barco-moliceiro_4_72ppi-32x32.png	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/uploads/2025/08/cropped-cropped-logo-Discover-Aveiro-Turismo-Aluguer-de-bicicleta-passeio-de-barco-moliceiro_4_72ppi-32x32.png	(from https://discoveraveiro.pt/)
16:25:56	4353/4353	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Sep%202025%2022:04:19%20GMT	https://discoveraveiro.pt/wp-content/uploads/2025/08/cropped-cropped-logo-Discover-Aveiro-Turismo-Aluguer-de-bicicleta-passeio-de-barco-moliceiro_4_72ppi-192x192.png	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/uploads/2025/08/cropped-cropped-logo-Discover-Aveiro-Turismo-Aluguer-de-bicicleta-passeio-de-barco-moliceiro_4_72ppi-192x192.png	(from https://discoveraveiro.pt/)
16:25:57	3798/3798	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Sep%202025%2022:04:19%20GMT	https://discoveraveiro.pt/wp-content/uploads/2025/08/cropped-cropped-logo-Discover-Aveiro-Turismo-Aluguer-de-bicicleta-passeio-de-barco-moliceiro_4_72ppi-180x180.png	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/uploads/2025/08/cropped-cropped-logo-Discover-Aveiro-Turismo-Aluguer-de-bicicleta-passeio-de-barco-moliceiro_4_72ppi-180x180.png	(from https://discoveraveiro.pt/)
16:25:57	13880/13880	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Sep%202025%2009:15:51%20GMT	https://discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_3c68ad9b345b9b2f5fc71372d90cb3b9.php?ver=wc-10.0.5	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_3c68ad9b345b9b2f5fc71372d90cb3b98ce6.css	(from https://discoveraveiro.pt/)
16:25:57	351725/351725	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Sep%202025%2022:06:34%20GMT	https://discoveraveiro.pt/wp-content/uploads/2025/08/imagem-inicial-banner-website-discover-aveiro-2-1024x1024.png	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/uploads/2025/08/imagem-inicial-banner-website-discover-aveiro-2-1024x1024.png	(from https://discoveraveiro.pt/)
16:25:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2009%20Jan%202026%2016:25:55%20GMT	https://discoveraveiro.pt/politica-privacidade	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/politica-privacidade	(from https://discoveraveiro.pt/)
16:25:59	5520/5520	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2011%20Aug%202023%2017:18:26%20GMT	https://discoveraveiro.pt/wp-includes/js/imagesloaded.min.js?ver=5.0.0	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-includes/js/imagesloaded.minbb93.js	(from https://discoveraveiro.pt/)
16:25:59	24138/24138	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2013%20Jun%202020%2017:53:28%20GMT	https://discoveraveiro.pt/wp-includes/js/masonry.min.js?ver=4.2.2	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-includes/js/masonry.min3a05.js	(from https://discoveraveiro.pt/)
16:25:59	92073/92073	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Jan%202026%2016:25:55%20GMT	https://discoveraveiro.pt/a-essencia-de-aveiro-em-todas-as-marcas/	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/a-essencia-de-aveiro-em-todas-as-marcas/index.html	(from https://discoveraveiro.pt/)
16:25:59	560080/560080	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2031%20Jul%202025%2017:23:27%20GMT	https://discoveraveiro.pt/wp-content/themes/phlox-pro/js/plugins.min.js?ver=5.17.7	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/themes/phlox-pro/js/plugins.mine8fe.js	(from https://discoveraveiro.pt/)
16:25:59	56337/56337	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2031%20Jul%202025%2017:23:27%20GMT	https://discoveraveiro.pt/wp-content/themes/phlox-pro/js/scripts.min.js?ver=5.17.7	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/themes/phlox-pro/js/scripts.mine8fe.js	(from https://discoveraveiro.pt/)
16:26:00	2881/2881	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2025%20Sep%202025%2009:15:48%20GMT	https://discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_b7ce792f0d03f8d9e4330abe54cbb741.php?ver=2.17.9	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-content/cache/autoptimize/autoptimize_single_b7ce792f0d03f8d9e4330abe54cbb741c7fa.php	(from https://discoveraveiro.pt/)
16:26:00	158005/158005	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2029%20Sep%202022%2013:21:12%20GMT	https://discoveraveiro.pt/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.17	C:/Users/Administrator/Desktop/Copier-pic/d/discoveraveiro.pt/wp-includes/js/mediaelement/mediaelement-and-player.min1f61.js	(from https://discoveraveiro.pt/)
